artist,song,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,key_name,mode_name,tonality,tempo_class,acoustic,blues,classical,country,dance,easy listening,electronic,folk,hip hop,jazz,latin,metal,pop,r&b,rock,traditional,world
lily allen,not fair,True,2009,0.54,0.719,0.861,0.669,0.0402,0.0447,0.00989,0.219,0.948,121,3.21,F,Major,F Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
t.i.,dead and gone,True,2008,0.68,0.713,0.746,0.767,0.259,0.0402,0.0,0.601,0.47,135,4.59,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
sean kingston,fire burning,False,2009,0.71,0.839,0.804,0.889,0.0329,0.0192,0.0,0.331,0.888,123,3.59,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
empire of the sun,walking on a dream,False,2008,0.77,0.871,0.701,0.737,0.0458,0.257,7.52e-06,0.0589,0.716,127,3.18,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
cobra starship,good girls go bad (feat. leighton meester),False,2009,0.65,0.594,0.874,0.83,0.0815,0.0116,0.0,0.549,0.628,120,3.16,C,Major,C Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
nickelback,if today was your last day,False,2008,0.66,0.485,0.911,0.73,0.0355,8.67e-05,0.0,0.092,0.568,90,4.09,D#,Major,D# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
la roux,bulletproof,False,2009,0.71,0.674,0.882,0.877,0.0477,0.000441,6.47e-05,0.068,0.682,123,3.25,D#,Minor,D# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
kasabian,fire,False,2009,0.64,0.525,0.742,0.735,0.0311,0.0874,0.149,0.117,0.179,117,4.12,A#,Major,A# Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
calvin harris,i'm not alone - radio edit,False,2009,0.55,0.597,0.684,0.687,0.0321,0.00481,0.105,0.317,0.435,131,3.3,G,Major,G Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
justin bieber,one time,False,2009,0.71,0.691,0.853,0.889,0.0372,0.0631,7.13e-05,0.082,0.762,146,3.35,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jamie foxx,blame it,True,2008,0.65,0.673,0.614,0.746,0.103,0.0782,0.0,0.139,0.362,176,4.49,G,Major,G Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
la roux,in for the kill,False,2009,0.59,0.629,0.969,1.0,0.0455,0.00184,0.0,0.122,0.905,150,4.08,G#,Minor,G# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
muse,uprising,False,2009,0.75,0.602,0.905,0.814,0.0775,0.000202,0.064,0.117,0.411,128,5.04,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nickelback,gotta be somebody,False,2008,0.62,0.536,0.89,0.756,0.0601,0.000354,0.00165,0.133,0.205,116,4.12,C,Major,C Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
james morrison,broken strings,False,2008,0.7,0.57,0.717,0.771,0.029,0.00967,0.0,0.0833,0.321,112,4.1,C#,Major,C# Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
t.i.,whatever you like,True,2008,0.74,0.68,0.687,0.709,0.0709,0.0161,0.0,0.261,0.467,150,4.09,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
dizzee rascal,holiday,False,2011,0.6,0.545,0.918,0.919,0.0448,0.0571,0.0,0.0415,0.855,118,3.4,C,Major,C Major,Allegretto,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
beyonce,single ladies (put a ring on it),False,2008,0.67,0.426,0.584,0.752,0.296,0.0383,0.0,0.188,0.272,193,3.13,C#,Major,C# Major,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
boys like girls,love drunk,False,2009,0.64,0.44,0.976,0.857,0.141,0.00177,3.39e-06,0.16,0.412,150,3.46,A#,Major,A# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the-dream,rockin' that shit,True,2009,0.62,0.672,0.62,0.773,0.0422,0.123,0.0,0.362,0.627,78,3.41,G#,Major,G# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
onerepublic,secrets,False,2009,0.74,0.516,0.764,0.706,0.0366,0.0717,0.0,0.115,0.376,148,3.44,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jls,everybody in love,False,2013,0.39,0.705,0.783,0.719,0.0327,0.0703,0.0,0.36,0.656,140,3.15,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jason aldean,big green tractor,False,2009,0.5,0.616,0.596,0.765,0.0289,0.654,0.0,0.218,0.58,137,3.24,E,Major,E Major,Veloce (Allegro),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fray,never say never,False,2009,0.67,0.23,0.492,0.729,0.0317,0.568,8.18e-06,0.176,0.262,160,4.16,G#,Major,G# Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lily allen,the fear,True,2009,0.53,0.661,0.847,0.67,0.0404,0.419,8.82e-05,0.107,0.522,134,3.27,A#,Major,A# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kings of leon,sex on fire,False,2008,0.8,0.542,0.905,0.734,0.054,0.00172,0.0104,0.136,0.374,153,3.23,A,Major,A Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
drake,best i ever had,True,2010,0.54,0.431,0.894,0.882,0.33,0.0951,0.0,0.188,0.605,162,4.18,F,Minor,F Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
kelly clarkson,already gone,False,2009,0.56,0.209,0.872,0.866,0.0757,0.217,0.0,0.0768,0.294,78,4.41,A,Major,A Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
miley cyrus,party in the u.s.a.,False,2009,0.79,0.652,0.698,0.783,0.042,0.00112,0.000115,0.0886,0.47,96,3.22,A#,Minor,A# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jordin sparks,battlefield,False,2009,0.57,0.613,0.634,0.842,0.0339,0.0178,0.0,0.0639,0.37,145,4.01,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ne-yo,mad,False,2008,0.64,0.731,0.644,0.749,0.0343,0.665,0.0,0.11,0.691,130,4.14,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
green day,21 guns,False,2009,0.73,0.268,0.742,0.77,0.0355,0.0518,0.0,0.626,0.416,160,5.21,F,Major,F Major,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
keri hilson,knock you down,False,2009,0.57,0.588,0.877,0.777,0.16,0.00952,0.0,0.171,0.645,155,5.26,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
taylor swift,you belong with me,False,2008,0.55,0.687,0.771,0.795,0.0384,0.164,2.46e-05,0.112,0.445,130,3.51,F#,Major,F# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shinedown,second chance,False,2008,0.67,0.46,0.796,0.791,0.0333,0.00107,0.0,0.106,0.182,100,3.42,C,Minor,C Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
asher roth,i love college,True,2009,0.62,0.713,0.826,0.812,0.243,0.0897,0.0,0.421,0.664,86,4.01,G#,Major,G# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
katy perry,waking up in vegas,False,2008,0.49,0.524,0.878,0.86,0.0346,0.0012,0.0,0.098,0.59,131,3.19,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kelly clarkson,my life would suck without you,False,2009,0.68,0.526,0.882,0.816,0.0509,0.0014,0.0,0.144,0.424,145,3.31,A,Major,A Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
mumford & sons,little lion man,True,2009,0.68,0.517,0.492,0.616,0.0272,0.0275,3.19e-05,0.0873,0.455,139,4.05,F,Major,F Major,Veloce (Allegro),1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
fray,you found me,False,2009,0.73,0.338,0.803,0.746,0.0413,0.0187,0.0,0.136,0.4,152,4.01,G#,Minor,G# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bruno mars,just the way you are,False,2010,0.77,0.635,0.841,0.748,0.0422,0.0134,0.0,0.0622,0.424,109,3.4,F,Major,F Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
eminem,love the way you lie,True,2010,0.81,0.749,0.925,0.765,0.227,0.241,0.0,0.52,0.641,87,4.23,A#,Major,A# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lady gaga,bad romance,True,2009,0.8,0.696,0.921,0.828,0.0363,0.00314,5.24e-05,0.0842,0.714,119,4.54,C,Major,C Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stromae,alors on danse - radio edit,False,2010,0.77,0.791,0.59,0.559,0.0793,0.0994,0.00203,0.065,0.714,120,3.26,C#,Minor,C# Minor,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kesha,tik tok,False,2010,0.8,0.755,0.837,0.879,0.142,0.0991,0.0,0.289,0.714,120,3.19,D,Minor,D Minor,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
david guetta,memories (feat. kid cudi),False,2010,0.76,0.546,0.916,0.819,0.255,0.00144,4.34e-06,0.251,0.375,130,3.3,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
taio cruz,dynamite,False,2010,0.8,0.751,0.783,0.83,0.0859,0.00379,0.0,0.036,0.816,120,3.22,E,Major,E Major,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
rihanna,only girl (in the world),False,2010,0.73,0.789,0.716,0.804,0.0432,0.129,1.07e-05,0.069,0.611,126,3.55,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
katy perry,california gurls,False,2012,0.72,0.791,0.754,0.829,0.0569,0.00446,0.0,0.163,0.425,125,3.54,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kesha,take it off,False,2010,0.68,0.729,0.675,0.752,0.0286,4.14e-05,0.00126,0.0867,0.74,125,3.35,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
inna,hot - play & win radio version,False,2010,0.42,0.817,0.939,0.713,0.28,0.0798,0.441,0.431,0.599,128,3.37,G,Minor,G Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
far east movement,like a g6,False,2010,0.73,0.435,0.837,0.612,0.449,0.00676,0.0,0.117,0.778,125,3.36,D#,Major,D# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
david guetta,gettin' over you (feat. fergie & lmfao),False,2010,0.62,0.615,0.913,0.763,0.0816,0.178,0.0,0.0773,0.45,130,3.08,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
duck sauce,barbra streisand - radio edit,False,2010,0.46,0.769,0.922,0.916,0.108,0.000939,0.197,0.233,0.506,128,3.16,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
lucenzo,danza kuduro (feat. don omar),False,2011,0.0,0.622,0.942,0.699,0.112,0.00713,0.0,0.0715,0.773,130,3.33,G,Major,G Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rihanna,te amo,True,2009,0.67,0.567,0.707,0.744,0.0818,0.541,0.000176,0.1,0.751,172,3.28,G#,Minor,G# Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
timbaland,carry out (featuring justin timberlake),False,2009,0.69,0.531,0.574,0.683,0.113,0.114,0.0308,0.256,0.272,116,3.52,A#,Minor,A# Minor,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
dj fresh,gold dust - radio edit,False,2010,0.63,0.451,0.948,0.977,0.147,0.255,0.0,0.392,0.295,177,3.12,C,Major,C Major,Frenetico (Presto),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
edward maya,stereo love - radio edit,False,2010,0.66,0.799,0.783,0.821,0.0322,0.0346,0.0186,0.0757,0.586,127,3.04,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
taio cruz,break your heart,False,2010,0.74,0.607,0.934,0.805,0.0314,0.0327,0.0,0.0909,0.568,122,3.21,D#,Major,D# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
black eyed peas,imma be,False,2009,0.61,0.597,0.517,0.67,0.365,0.179,0.0,0.307,0.412,92,4.17,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
sidney samson,riverside,True,2009,0.47,0.804,0.976,0.892,0.0445,0.00023,0.894,0.125,0.237,126,5.2,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
eminem,not afraid,True,2010,0.79,0.855,0.954,0.955,0.264,0.529,0.0,0.205,0.668,115,4.08,C,Minor,C Minor,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lady gaga,alejandro,False,2009,0.67,0.623,0.793,0.686,0.0462,0.000397,0.0015,0.375,0.36,99,4.34,B,Minor,B Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rihanna,rude boy,True,2009,0.74,0.563,0.75,0.791,0.127,0.113,0.0,0.0788,0.812,174,3.42,B,Major,B Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ne-yo,beautiful monster,False,2010,0.57,0.708,0.771,0.668,0.131,0.209,5.32e-06,0.277,0.494,128,4.11,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3oh!3,starstrukk,False,2010,0.32,0.605,0.795,0.713,0.0712,0.00153,0.0,0.207,0.263,140,3.23,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
black eyed peas,the time (dirty bit),False,2010,0.69,0.816,0.813,0.628,0.0664,0.0662,2.77e-06,0.602,0.436,128,5.07,F#,Minor,F# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
kelly rowland,commander,False,2011,0.59,0.395,0.876,0.823,0.138,0.0173,8.46e-06,0.362,0.567,125,3.38,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
swedish house mafia,one (your name) - radio edit,False,2010,0.63,0.733,0.673,0.689,0.0333,0.0132,0.0049,0.16,0.636,125,2.43,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
chris brown,deuces (feat. tyga & kevin mccall),True,2011,0.68,0.692,0.736,0.761,0.11,0.0324,0.0,0.0787,0.217,74,4.36,C#,Major,C# Major,Lento (Adagio),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
usher,dj got us fallin' in love (feat. pitbull),False,2010,0.79,0.663,0.861,0.846,0.109,0.0338,0.0,0.082,0.654,120,3.4,G,Minor,G Minor,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
iyaz,replay,False,2009,0.75,0.706,0.751,0.701,0.0708,0.173,0.0,0.168,0.195,91,3.02,A,Major,A Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
flo rida,club can't handle me (feat. david guetta),False,2010,0.76,0.616,0.869,0.82,0.0327,0.0283,0.0,0.064,0.473,128,3.54,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
sean kingston,eenie meenie,False,2010,0.74,0.72,0.607,0.808,0.0322,0.0543,0.0,0.113,0.828,121,3.21,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
waka flocka flame,no hands (feat. roscoe dash & wale),True,2010,0.58,0.76,0.595,0.699,0.0391,0.00544,0.0,0.241,0.361,131,4.23,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tinie tempah,written in the stars (feat. eric turner),False,2010,0.57,0.656,0.931,0.807,0.0981,0.0613,0.0,0.219,0.534,92,3.27,G,Major,G Major,Moderato,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
bruno mars,talking to the moon,False,2010,0.76,0.498,0.59,0.78,0.032,0.511,0.0,0.107,0.0784,146,3.37,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
miley cyrus,can't be tamed,False,2010,0.0,0.63,0.91,0.869,0.144,0.0287,0.0,0.196,0.743,117,2.48,B,Minor,B Minor,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mike posner,cooler than me - single mix,False,2010,0.75,0.768,0.82,0.785,0.0474,0.179,0.0,0.689,0.625,130,3.33,G,Minor,G Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
lady gaga,telephone,False,2009,0.69,0.824,0.836,0.722,0.0404,0.00521,0.000817,0.112,0.716,122,3.4,D#,Major,D# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
yolanda be cool,we no speak americano (jt radio edit),False,2010,0.01,0.901,0.805,0.766,0.0464,0.0712,0.0812,0.0923,0.737,125,2.37,F#,Major,F# Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
rihanna,hard,True,2009,0.55,0.31,0.746,0.836,0.111,0.0121,0.0,0.649,0.163,182,4.1,C#,Major,C# Major,Frenetico (Presto),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
tinie tempah,pass out,True,2010,0.53,0.693,0.891,0.853,0.296,0.0281,0.0,0.143,0.532,91,4.28,C#,Major,C# Major,Moderato,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
adam lambert,whataya want from me,False,2009,0.57,0.438,0.672,0.781,0.0429,0.0055,0.0,0.0583,0.457,186,3.47,B,Minor,B Minor,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trey songz,bottoms up (feat. nicki minaj),True,2010,0.0,0.845,0.601,0.753,0.161,0.0205,0.0,0.385,0.329,74,4.02,C#,Major,C# Major,Lento (Adagio),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
timbaland,if we ever meet again (featuring katy perry),False,2009,0.68,0.652,0.605,0.649,0.0393,0.00481,0.0,0.0605,0.394,126,4.52,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
enrique iglesias,i like it,False,2010,0.63,0.648,0.942,0.871,0.0878,0.021,0.0,0.0594,0.73,129,3.51,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tim berg,seek bromance - avicii’s vocal edit,False,2010,0.0,0.515,0.837,0.888,0.0401,0.0868,0.0,0.0403,0.52,126,3.23,B,Major,B Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
usher,omg (feat. will.i.am),False,2010,0.73,0.781,0.745,0.727,0.0332,0.198,1.14e-05,0.36,0.326,130,4.29,E,Minor,E Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
maroon 5,misery,False,2010,0.67,0.703,0.81,0.773,0.0424,0.000315,0.0,0.216,0.726,103,3.36,E,Minor,E Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jay sean,down,False,2009,0.03,0.657,0.695,0.792,0.0321,0.0108,0.0,0.0822,0.683,66,3.32,D,Major,D Major,Lento (Adagio),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
rihanna,man down,True,2010,0.68,0.47,0.904,0.815,0.177,0.0436,0.0,0.0491,0.557,156,4.27,C,Minor,C Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3oh!3,my first kiss (feat. ke$ha),False,2010,0.62,0.682,0.889,0.808,0.0804,0.00564,0.0,0.36,0.827,138,3.12,C,Major,C Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
justin bieber,baby,False,2010,0.81,0.728,0.859,0.755,0.137,0.0401,0.0,0.111,0.535,65,3.34,F,Minor,F Minor,Lento (Adagio),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cali swag district,teach me how to dougie,True,2011,0.66,0.846,0.438,0.768,0.141,0.2,9.43e-05,0.0939,0.512,85,3.57,B,Major,B Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
swedish house mafia,miami 2 ibiza - swedish house mafia vs. tinie tempah,True,2010,0.54,0.736,0.929,0.723,0.0674,0.00237,1.11e-05,0.402,0.658,125,3.26,G,Minor,G Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
k'naan,wavin' flag,False,2009,0.57,0.625,0.699,0.697,0.0729,0.13,0.0,0.238,0.717,76,3.4,C,Major,C Major,Lento (Adagio),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ludacris,how low,True,2010,0.63,0.785,0.498,0.669,0.0533,0.00248,1.23e-06,0.224,0.418,144,3.21,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
kesha,blah blah blah (feat. 3oh!3),True,2010,0.61,0.752,0.836,0.857,0.115,0.0843,0.000425,0.424,0.519,120,2.52,A#,Major,A# Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
dj khaled,"all i do is win (feat. t-pain, ludacris, snoop dogg & rick ross)",True,2010,0.51,0.544,0.781,0.835,0.189,0.014,0.0,0.161,0.277,150,3.52,A#,Major,A# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
jason derulo,in my head,False,2010,0.65,0.762,0.748,0.809,0.033,0.0266,0.0,0.348,0.851,110,3.19,C,Minor,C Minor,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
aloe blacc,i need a dollar,False,2010,0.01,0.84,0.482,0.662,0.0333,0.202,0.0,0.0873,0.957,95,4.03,F#,Minor,F# Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b.o.b,airplanes (feat. hayley williams of paramore),True,2010,0.74,0.66,0.867,0.802,0.116,0.11,0.0,0.0368,0.377,93,3.0,F#,Minor,F# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ludacris,my chick bad,True,2010,0.68,0.624,0.723,0.679,0.378,0.172,0.0,0.483,0.757,85,3.36,C#,Major,C# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
nelly,just a dream,False,2010,0.73,0.531,0.752,0.709,0.0305,0.0421,0.0,0.12,0.103,90,3.57,C#,Major,C# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
rihanna,what's my name?,False,2010,0.66,0.692,0.786,0.867,0.069,0.23,0.0,0.0797,0.583,100,4.23,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
shontelle,impossible,False,2010,0.35,0.599,0.624,0.834,0.0343,0.385,0.0,0.125,0.539,90,3.46,G#,Major,G# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
take that,the flood,False,2010,0.57,0.514,0.83,0.713,0.044,0.0378,1.43e-06,0.122,0.138,101,4.49,B,Minor,B Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trey songz,say aah (feat. fabolous),False,2009,0.54,0.724,0.87,0.835,0.113,0.00453,0.0,0.833,0.81,93,3.27,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
jason derulo,whatcha say,False,2010,0.7,0.615,0.711,0.742,0.0779,0.0444,0.0,0.145,0.711,144,3.41,B,Major,B Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
drake,over,True,2010,0.57,0.325,0.848,0.736,0.279,0.0109,0.0,0.124,0.433,100,3.53,G,Major,G Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
example,kickstarts,False,2010,0.63,0.61,0.836,0.794,0.0573,0.00374,0.0,0.358,0.657,126,3.01,F,Major,F Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
plan b,she said,False,2010,0.62,0.72,0.538,0.725,0.141,0.301,3.03e-06,0.144,0.815,147,3.28,D#,Minor,D# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
saturdays,higher,False,2010,0.61,0.639,0.862,0.851,0.0341,0.049,6.81e-06,0.264,0.596,117,3.27,A#,Major,A# Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
jay sean,do you remember,False,2009,0.02,0.855,0.668,0.772,0.0644,0.0242,0.0,0.102,0.803,126,3.3,B,Major,B Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
usher,hey daddy (daddy's home),False,2010,0.6,0.59,0.698,0.803,0.0286,0.000176,0.0,0.107,0.352,96,3.44,B,Major,B Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
lil wayne,right above it,True,2010,0.68,0.376,0.841,0.799,0.356,0.0435,0.0,0.578,0.463,76,4.31,D#,Minor,D# Minor,Lento (Adagio),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
wanted,all time low,False,2010,0.18,0.689,0.615,0.765,0.0563,0.352,0.0,0.0789,0.783,134,3.25,G#,Minor,G# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
kesha,your love is my drug,False,2010,0.69,0.826,0.612,0.821,0.0982,0.00681,0.0,0.0889,0.756,120,3.07,C#,Major,C# Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
